2698.43,12.27,34,Overcurrent-fault
2694.87,12.25,34,Overcurrent-fault
2700.98,12.28,34,Overcurrent-fault
2718.49,12.36,34,Overcurrent-fault
2702.41,12.28,34,Overcurrent-fault
2673.53,12.15,34,Overcurrent-fault
2711.94,12.33,34,Overcurrent-fault
2711.93,12.33,34,Overcurrent-fault
2677.27,12.17,34,Overcurrent-fault
2716.51,12.35,34,Overcurrent-fault
2686.43,12.21,34,Overcurrent-fault
2704.78,12.29,34,Overcurrent-fault
2689.6,12.23,34,Overcurrent-fault
2704.81,12.29,34,Overcurrent-fault
2686.57,12.21,34,Overcurrent-fault
2708.21,12.31,34,Overcurrent-fault
2694.72,12.25,34,Overcurrent-fault
2691.77,12.24,34,Overcurrent-fault
2708.22,12.31,34,Overcurrent-fault
2678.92,12.18,34,Overcurrent-fault
2708.62,12.31,34,Overcurrent-fault
2667.74,12.13,34,Overcurrent-fault
2705.75,12.3,34,Overcurrent-fault
2671.77,12.14,34,Overcurrent-fault
2709.51,12.32,34,Overcurrent-fault
2671.06,12.14,34,Overcurrent-fault
2703.1,12.29,34,Overcurrent-fault
2697.96,12.26,34,Overcurrent-fault
2666.63,12.12,34,Overcurrent-fault
2678.08,12.17,34,Overcurrent-fault
2699.94,12.27,34,Overcurrent-fault
2702.67,12.28,34,Overcurrent-fault
2691.42,12.23,34,Overcurrent-fault
2679.86,12.18,34,Overcurrent-fault
2676.19,12.16,34,Overcurrent-fault
2689.16,12.22,34,Overcurrent-fault
2683.78,12.2,34,Overcurrent-fault
2664.5,12.11,34,Overcurrent-fault
2686.03,12.21,34,Overcurrent-fault
2692.05,12.24,34,Overcurrent-fault
2670.09,12.14,34,Overcurrent-fault
2679.56,12.18,34,Overcurrent-fault
2651.47,12.05,34,Overcurrent-fault
2657.34,12.08,34,Overcurrent-fault
2663.91,12.11,34,Overcurrent-fault
2672.93,12.15,34,Overcurrent-fault
2670.73,12.14,34,Overcurrent-fault
2656.29,12.07,34,Overcurrent-fault
2684.46,12.2,34,Overcurrent-fault
2647.5,12.03,34,Overcurrent-fault
2679.97,12.18,34,Overcurrent-fault
2642.2,12.01,34,Overcurrent-fault
2675.34,12.16,34,Overcurrent-fault
2643.33,12.02,34,Overcurrent-fault
2677.53,12.17,34,Overcurrent-fault
2650.26,12.05,34,Overcurrent-fault
2663.8,12.11,34,Overcurrent-fault
2673.46,12.15,34,Overcurrent-fault
2641.27,12.01,34,Overcurrent-fault
2684.16,12.2,34,Overcurrent-fault
2668.47,12.13,34,Overcurrent-fault
2652.49,12.06,34,Overcurrent-fault
2662.66,12.1,34,Overcurrent-fault
2681.48,12.19,34,Overcurrent-fault
2686.68,12.21,34,Overcurrent-fault
2656.32,12.07,34,Overcurrent-fault
2420,11,33,Running-smoothly
2200,10,32,Running-smoothly
2310,10.5,32,Running-smoothly
2090,9.5,33,Running-smoothly
2750,12.5,49,Running-smoothly
22640,12,48,Running-smoothly
2684.46,12.20,34.00,Overcurrent-fault
2647.50,12.03,34.00,Overcurrent-fault
2679.97,12.18,34.00,Overcurrent-fault
2642.20,12.01,34.00,Overcurrent-fault
2675.34,12.16,34.00,Overcurrent-fault
2643.33,12.02,34.00,Overcurrent-fault
2677.53,12.17,34.00,Overcurrent-fault
2650.26,12.05,34.00,Overcurrent-fault
2663.80,12.11,34.00,Overcurrent-fault
2673.46,12.15,34.00,Overcurrent-fault
2641.27,12.01,34.00,Overcurrent-fault
2684.16,12.20,34.00,Overcurrent-fault
2668.47,12.13,34.00,Overcurrent-fault
2652.49,12.06,34.00,Overcurrent-fault
2662.66,12.10,34.00,Overcurrent-fault
2681.48,12.19,34.00,Overcurrent-fault
2686.68,12.21,34.00,Overcurrent-fault
2656.32,12.07,34.00,Overcurrent-fault
2652.86,12.06,35.00,Overcurrent-fault
2678.56,12.18,35.00,Overcurrent-fault
2674.47,12.16,35.00,Overcurrent-fault
2651.09,12.05,35.00,Overcurrent-fault
2640.50,12.00,42.00,Overcurrent-fault 
2649.37,12.04,42.00,Overcurrent-fault
2663.49,12.11,42.00,Overcurrent-fault
2668.65,12.13,42.00,Overcurrent-fault  
2634.24,11.97,42.00,Overcurrent-fault
2665.88,12.12,42.00,Overcurrent-fault 
2653.69,12.06,42.00,Overcurrent-fault
2630.04,11.95,42.00,Overcurrent-fault 
2664.90,12.11,42.00,Overcurrent-fault 
2673.82,12.15,42.00,Overcurrent-fault 
